Country,Text,Translation,Type,Item,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
BCS,El cirujano operó el riñón que salvó finalmente el joven de la muerte.,The surgeon operated on the kidney that the youth finally saved from death.,OIA,22,7,8,9-10,11-13,8.230895,14.161169,10.963395,2.916108,6.247698,4.223007,5.260334,11.724939,3.166591,5.394482,1.623525,0.934303,0.271455,,5.260334,11.724939,8.561073,2.829283
BCS,Vitorearon al boxeador que tiró duramente al aspirante en el cuadrilátero.,They cheered the boxer that harshly knocked down the candidate in the ring.,SAA,23,5,6,7-8,9-11,34.063986,8.220462,9.373554,4.151295,6.470546,10.3321,2.484117,7.371855,4.758309,1.600053,3.935757,,,,6.470546,10.3321,9.855972,10.294119
BCS,Vitorearon el golpe que tiró duramente al aspirante en el cuadrilátero.,They cheered the hit that harshly knocked down the candidate in the ring.,SIA,23,5,6,7-8,9-11,34.063955,7.905268,7.103151,3.70215,8.046449,10.629839,1.894154,8.616052,5.302526,1.298372,8.718176,,,,8.046449,10.629839,10.510206,15.319074
BCS,Vitorearon al boxeador que tiró duramente el aspirante en el cuadrilátero.,They cheered the boxer that the candidate harshly knocked down in the ring.,OAA,23,5,6,7-8,9-11,34.063986,8.220462,9.373554,4.151295,6.470546,10.3321,4.810831,11.783303,4.900768,1.638906,4.202626,,,,6.470546,10.3321,16.594134,10.7423
BCS,Vitorearon el golpe que tiró duramente el aspirante en el cuadrilátero.,They cheered the hit that the candidate harshly launched in the ring,OIA,23,5,6,7-8,9-11,34.063955,7.905268,7.103151,3.70215,8.046449,10.629839,3.178775,9.717846,5.310559,1.460952,10.479185,,,,8.046449,10.629839,12.896621,17.250696
BCS,La competencia manipuló al piloto que superó ampliamente al campeón en la final.,The competition affected the pilot that easily overcame the champion in the final.,SAA,24,7,8,9-10,11-13,8.338458,12.339107,20.926499,2.967762,8.001686,4.446457,8.049544,9.388294,2.630749,3.363169,2.797231,1.472193,4.009249,,8.049544,9.388294,5.993918,8.278673
BCS,La competencia manipuló el coche que superó ampliamente al campeón en la final.,The competition affected the car that easily overcame the champion in the final.,SIA,24,7,8,9-10,11-13,8.338458,12.339107,20.926499,1.79455,9.723239,3.219234,9.980612,9.717774,2.876377,5.187894,3.34374,1.803719,3.908207,,9.980612,9.717774,8.064271,9.055666
BCS,La competencia manipuló al piloto que superó ampliamente el campeón en la final.,The competition affected the pilot that the champion easily overcame in the final.,OAA,24,7,8,9-10,11-13,8.338458,12.339107,20.926499,2.967762,8.001686,4.446457,8.049544,9.388294,1.910484,7.682124,2.707064,1.594722,4.120839,,8.049544,9.388294,9.592608,8.422625
BCS,La competencia manipuló el coche que superó ampliamente el campeón en la final.,The competition affected the car that the champion easily overcame in the final.,OIA,24,7,8,9-10,11-13,8.338458,12.339107,20.926499,1.79455,9.723239,3.219234,9.980612,9.717774,1.731333,8.935066,3.17002,1.673853,3.869105,,9.980612,9.717774,10.666399,8.712978
BCS,La audiencia ovacionó al solista que llevó ese año al director al certamen.,The audience applauded the soloist that took the director to the competition this year.,SAA,25,7,8-9,10-11,12-13,8.338462,13.998797,12.875309,1.579726,7.231366,4.087286,5.97323,8.447854,6.006074,2.719935,7.437115,4.647511,7.161132,,5.97323,14.453928,10.15705,11.808643
BCS,La audiencia ovacionó la sonata que llevó ese año al director al certamen.,The audience applauded the sonata that took the director to the competition this year.,SIA,25,7,8-9,10-11,12-13,8.338462,13.998797,12.875309,2.872327,9.475202,3.247118,7.457505,6.181069,6.806688,2.968652,6.022398,3.09935,6.120239,,7.457505,12.987757,8.99105,9.219589
BCS,La audiencia ovacionó al solista que llevó ese año el director al certamen.,The audience applauded the soloist that the director took to the competition this year.,OAA,25,7,8-9,10-11,12-13,8.338462,13.998797,12.875309,1.579726,7.231366,4.087286,5.97323,8.447854,6.006074,1.067142,9.516495,5.494901,8.147946,,5.97323,14.453928,10.583637,13.642847
BCS,La audiencia ovacionó la sonata que llevó ese año el director al certamen.,The audience applauded the sonata that the director took to the competition this year.,OIA,25,7,8-9,10-11,12-13,8.338462,13.998797,12.875309,2.872327,9.475202,3.247118,7.457505,6.181069,6.806688,0.708996,7.659949,4.474294,6.323813,,7.457505,12.987757,8.368945,10.798107
BCS,El reportero conocía al abogado que salvó finalmente al millonario de la ruina.,The journalist knew the lawyer that finally saved the millionaire from the crash.,SAA,26,7,8,9-10,11-13,8.230897,14.420553,10.84287,3.180018,5.315761,3.275318,6.78285,11.770456,2.563801,6.543344,1.788911,1.010139,6.025456,,6.78285,11.770456,9.107145,8.824506
BCS,El reportero conocía la inversión que salvó finalmente al millonario de la ruina.,The journalist knew the investment that finally saved the millionaire from the crash.,SIA,26,7,8,9-10,11-13,8.230895,14.420557,10.842881,2.05623,9.602029,2.084309,12.077214,11.228513,2.084473,6.874049,2.38557,1.151445,2.121187,,12.077214,11.228513,8.958522,5.658202
BCS,El reportero conocía al abogado que salvó finalmente el millonario de la ruina.,The journalist knew the lawyer that the millionaire finally saved from the crash.,OAA,26,7,8,9-10,11-13,8.230897,14.420553,10.84287,3.180018,5.315761,3.275318,6.78285,11.770456,2.939761,8.041007,5.637582,1.779083,4.539918,,6.78285,11.770456,10.980768,11.956583
BCS,El reportero conocía la inversión que salvó finalmente el millonario de la ruina.,The journalist knew the investment that the millionaire finally saved from the crash.,OIA,26,7,8,9-10,11-13,8.230895,14.420557,10.842881,2.05623,9.602029,2.084309,12.077214,11.228513,1.801075,8.085583,5.356905,1.814777,2.413373,,12.077214,11.228513,9.886658,9.585055
BCS,El botones reconoció al policía que descubrió súbitamente al espía en el hotel.,The bellboy recognized the policeman that discovered the spy by chance in the hotel.,SAA,27,7,8,9-10,11-13,8.230897,14.333401,18.825846,2.873123,6.19579,1.939166,7.720004,14.378267,3.280867,7.29783,2.246276,1.330895,3.312405,,7.720004,14.378267,10.578697,6.889576
BCS,El botones reconoció la firma que descubrió súbitamente al espía en el hotel.,The bellboy recognized the signature that revealed the spy by chance in the hotel.,SIA,27,7,8,9-10,11-13,8.230897,14.333401,18.825846,2.158156,6.351303,4.561127,8.067239,12.603479,4.22204,8.502689,2.623794,1.170425,5.032191,,8.067239,12.603479,12.724729,8.82641
BCS,El botones reconoció al policía que descubrió súbitamente el espía en el hotel.,The bellboy recognized the policeman that the spy discovered by chance in the hotel.,OAA,27,7,8,9-10,11-13,8.230897,14.333401,18.825846,2.873123,6.19579,1.939166,7.720004,14.378267,1.961389,8.664996,2.100769,1.351813,3.515086,,7.720004,14.378267,10.626385,6.967668
BCS,El botones reconoció la firma que descubrió súbitamente el espía en el hotel.,The bellboy recognized the signature that the spy discovered by chance in the hotel.,OIA,27,7,8,9-10,11-13,8.230897,14.333401,18.825846,2.158156,6.351303,4.561127,8.067239,12.603479,2.691986,7.215929,2.893394,1.022762,6.752862,,8.067239,12.603479,9.907915,10.669018
BCS,El jurado eligió al vocalista que llevó justamente al grupo al premio final.,The committee chose the vocalist that led the band justly to the final prize.,SAA,28,7,8,9-10,11-13,8.230895,11.763435,8.808281,3.032488,9.071555,4.5917,6.038718,11.890178,2.032774,1.318942,1.771637,4.732158,6.956648,,6.038718,11.890178,3.351716,13.460443
BCS,El jurado eligió la canción que llevó justamente al grupo al premio final.,The committee chose the song that led the band justly to the final prize.,SIA,28,7,8,9-10,11-13,8.230895,11.763435,8.808281,2.833819,4.68263,2.17086,7.935411,12.968703,2.180836,2.455951,2.318506,4.991753,6.093833,,7.935411,12.968703,4.636787,13.404092
BCS,El jurado eligió al vocalista que llevó justamente el grupo al premio final.,The committee chose the vocalist that the band led justly to the final prize.,OAA,28,7,8,9-10,11-13,8.230895,11.763435,8.808281,3.032488,9.071555,4.5917,6.038718,11.890178,1.703767,5.521426,2.422136,4.782636,7.444401,,6.038718,11.890178,7.225193,14.649173
BCS,El jurado eligió la canción que llevó justamente el grupo al premio final.,The committee chose the song that the band led justly to the final prize.,OIA,28,7,8,9-10,11-13,8.230895,11.763435,8.808281,2.833819,4.68263,2.17086,7.935411,12.968703,1.240305,7.88918,3.78096,4.861189,6.151302,,7.935411,12.968703,9.129485,14.793451
BCS,Tiraron tomates al secretario que llevaba esa tarde al diplomático al mitin.,They threw tomatoes at the secretary that took the diplomat to the rally this afternoon.,SAA,29,6,7-8,9-10,11-12,25.095538,12.762202,4.040211,10.157856,6.165129,4.704832,7.731621,5.073155,2.802202,9.149689,5.357019,8.760009,,,4.704832,12.804776,11.951891,14.117028
BCS,Tiraron tomates al coche que llevaba esa tarde al diplomático al mitin.,They threw tomatoes at the car that took the diplomat to the rally this afternoon.,SIA,29,6,7-8,9-10,11-12,25.095538,12.762202,4.040211,6.281016,5.144563,3.834216,7.942017,3.658382,3.359128,10.721069,5.705661,9.779966,,,3.834216,11.600399,14.080197,15.485627
BCS,Tiraron tomates al secretario que llevaba esa tarde el diplomático al mitin.,They threw tomatoes at the secretary that the diplomat took to the rally this afternoon.,OAA,29,6,7-8,9-10,11-12,25.095538,12.762202,4.040211,10.157856,6.165129,4.704832,7.731621,5.073155,2.691627,9.465327,4.819792,8.645214,,,4.704832,12.804776,12.156954,13.465006
BCS,Tiraron tomates al coche que llevaba esa tarde el diplomático al mitin.,They threw tomatoes at the car that the diplomat carried to the rally this afternoon.,OIA,29,6,7-8,9-10,11-12,25.095538,12.762202,4.040211,6.281016,5.144563,3.834216,7.942017,3.658382,2.720396,8.252303,5.362234,11.640049,,,3.834216,11.600399,10.972699,17.002283
BCS,Denunciaron al millonario que apoyó económicamente al equipo de inversores.,They denounced the millionaire that economically supported the team of investors.,SAA,30,5,6,7-8,9-10,24.245913,3.10197,8.410798,3.427523,5.370522,8.879681,1.695799,6.062943,0.697123,15.665172,,,,,5.370522,8.879681,7.758742,16.362295
BCS,Denunciaron el presupuesto que apoyó económicamente al equipo de inversores.,They denounced the budget that economically supported the team of investors.,SIA,30,5,6,7-8,9-10,24.245913,3.187898,8.006615,3.515909,10.504654,9.648947,2.385522,5.342713,0.652547,15.995621,,,,,10.504654,9.648947,7.728235,16.648168
BCS,Denunciaron al millonario que apoyó económicamente el equipo de inversores.,They denounced the millionaire that the team of investors economically supported.,OAA,30,5,6,7-8,9-10,24.245913,3.10197,8.410798,3.427523,5.370522,8.879681,2.94508,8.498934,0.626929,17.111637,,,,,5.370522,8.879681,11.444014,17.738566
BCS,Denunciaron el presupuesto que apoyó económicamente el equipo de inversores.,They denounced the budget that the team of investors economically supported.,OIA,30,5,6,7-8,9-10,24.245913,3.187898,8.006615,3.515909,10.504654,9.648947,2.374964,7.867368,0.609477,16.438912,,,,,10.504654,9.648947,10.242332,17.048389
BCS,El reportero conocía al político que captó rápidamente al público en el mitin.,The reporter knew the politician that quickly captured the attention of the audience at the rally.,SAA,31,7,8,9-10,11-13,8.230895,14.420557,10.842881,3.180026,5.918972,3.768882,10.045566,9.084768,4.075715,5.119489,2.85896,2.107742,5.486308,,10.045566,9.084768,9.195204,10.45301
BCS,El reportero conocía el discurso que captó rápidamente al público en el mitin.,The reporter knew the speech that quickly captured the attention of the audience at the rally.,SIA,31,7,8,9-10,11-13,8.230895,14.420557,10.842881,2.018261,7.127067,2.601519,11.827248,8.341355,3.764836,1.111524,2.983063,1.660763,5.243528,,11.827248,8.341355,4.87636,9.887354
BCS,El reportero conocía al político que captó rápidamente el público en el mitin.,The reporter knew the politician that the audience quickly captured the attention of at the rally.,OAA,31,7,8,9-10,11-13,8.230895,14.420557,10.842881,3.180026,5.918972,3.768882,10.045566,9.084768,2.064151,6.986095,2.841826,1.899886,4.890916,,10.045566,9.084768,9.050246,9.632628
BCS,El reportero conocía el discurso que captó rápidamente el público en el mitin.,The reporter knew the speech that the audience quickly grasped at the rally.,OIA,31,7,8,9-10,11-13,8.230895,14.420557,10.842881,2.018261,7.127067,2.601519,11.827248,8.341355,1.827352,3.357637,3.081198,1.789527,5.247549,,11.827248,8.341355,5.184989,10.118274
BCS,El público aplaudió al jugador que superó fácilmente al defensa en el partido.,The audience applauded the player that easily overcame the defence at the match.,SAA,32,7,8,9-10,11-13,8.230895,11.765076,10.590744,2.91178,6.41149,3.081058,6.596277,9.686217,1.845306,6.26572,3.713393,1.395283,2.948702,,6.596277,9.686217,8.111026,8.057378
BCS,El público aplaudió la jugada que superó fácilmente al defensa en el partido.,The audience applauded the movement that easily overcame the defence at the match.,SIA,32,7,8,9-10,11-13,8.230895,11.765076,10.590744,2.624276,7.486459,2.835092,8.425006,8.60373,1.38461,3.49726,4.593968,1.497377,2.948905,,8.425006,8.60373,4.88187,9.04025
BCS,El público aplaudió al jugador que superó fácilmente el defensa en el partido.,The audience applauded the player that the defence easily overcame at the match.,OAA,32,7,8,9-10,11-13,8.230895,11.765076,10.590744,2.91178,6.41149,3.081058,6.596277,9.686217,2.159939,8.528723,3.782392,1.347245,2.993935,,6.596277,9.686217,10.688662,8.123572
BCS,El público aplaudió la jugada que superó fácilmente el defensa en el partido.,The audience applauded the movement that the defence easily overcame at the match.,OIA,32,7,8,9-10,11-13,8.230895,11.765076,10.590744,2.624276,7.486459,2.835092,8.425006,8.60373,2.925291,5.451913,4.585839,1.461695,2.878435,,8.425006,8.60373,8.377204,8.925969
BCS,Encontraron al terrorista que disparó violentamente al policía en el atentado.,They found the terrorist that violently shot the policeman in the attack.,SAA,33,5,6,7-8,9-11,20.498879,4.235591,6.878771,1.917263,3.949412,11.757073,3.007686,2.859534,1.304812,2.290102,5.803517,,,,3.949412,11.757073,5.86722,9.398431
BCS,Encontraron el arma que disparó violentamente al policía en el atentado.,They found the weapon that violently shot the policeman in the attack.,SIA,33,5,6,7-8,9-11,20.498879,2.776413,6.112449,1.508376,4.101769,12.911852,2.352574,4.861761,2.145071,2.198618,5.598393,,,,4.101769,12.911852,7.214335,9.942082
BCS,Encontraron al terrorista que disparó violentamente el policía en el atentado.,They found the terrorist that the police violently shot in the attack.,OAA,33,5,6,7-8,9-11,20.498879,4.235591,6.878771,1.917263,3.949412,11.757073,5.491967,7.743212,1.34158,2.264688,5.812789,,,,3.949412,11.757073,13.235179,9.419057
BCS,Encontraron el arma que disparó violentamente el policía en el atentado.,They found the weapon that the police violently shot in the attack.,OIA,33,5,6,7-8,9-11,20.498879,2.776413,6.112449,1.508376,4.101769,12.911852,4.059334,7.534642,2.115464,1.866294,6.287356,,,,4.101769,12.911852,11.593976,10.269114
BCS,Vieron al camionero que empujó brutalmente al conductor fuera de la vía.,They saw the trucker that brutally pushed the driver out of the way.,SAA,34,5,6,7-8,9-12,19.892325,3.968477,9.745526,2.57023,7.146648,7.858043,1.942158,3.049788,6.028568,0.385712,0.60136,3.410087,,,7.146648,7.858043,4.991946,10.425727
BCS,Vieron al coche que empujó brutalmente al conductor fuera de la vía.,They saw the car that brutally pushed the driver out of the way.,SIA,34,5,6,7-8,9-12,19.892325,3.968477,8.323645,2.853141,8.046388,8.741381,1.889343,3.443838,4.548942,0.225417,0.147599,2.532736,,,8.046388,8.741381,5.333181,7.454694
BCS,Vieron al camionero que empujó brutalmente el conductor fuera de la vía.,They saw the trucker that the driver brutally pushed out of the way.,OAA,34,5,6,7-8,9-12,19.892325,3.968477,9.745526,2.57023,7.146648,7.858043,4.383475,6.111666,5.460865,0.480898,0.722465,3.959417,,,7.146648,7.858043,10.495141,10.623645
BCS,Vieron al coche que empujó brutalmente el conductor fuera de la vía.,They show the car that the driver brutally pushed out of the way.,OIA,34,5,6,7-8,9-12,19.892325,3.968477,8.323645,2.853141,8.046388,8.741381,3.759365,5.24208,5.411229,0.330772,0.362719,2.932547,,,8.046388,8.741381,9.001445,9.037267
BCS,Acabaron con el soplón que descubrió sagazmente al agente de seguridad nacional.,They finished with the informer that astutely discovered the agent of national security.,SAA,35,6,7,8-9,10-12,23.06073,3.307933,2.104372,12.771247,2.764681,4.431139,16.010666,3.533762,4.118795,1.964818,3.44277,5.538984,,,4.431139,16.010666,7.652557,10.946572
BCS,Acabaron con la conspiración que descubrió sagazmente al agente de seguridad nacional.,They finished with the conspiracy that astutely revealed the agent of national security.,SIA,35,6,7,8-9,10-12,23.06073,3.307933,2.022012,8.704699,3.62556,8.140784,15.964456,5.083708,5.873634,1.647687,3.560961,4.063804,,,8.140784,15.964456,10.957342,9.272452
BCS,Acabaron con el soplón que descubrió sagazmente el agente de seguridad nacional.,They finished with the informer that the agent of national security astutely discovered.,OAA,35,6,7,8-9,10-12,23.06073,3.307933,2.104372,12.771247,2.764681,4.431139,16.010666,1.756915,8.396075,1.846829,3.34467,5.085752,,,4.431139,16.010666,10.15299,10.277251
BCS,Acabaron con la conspiración que descubrió sagazmente el agente de seguridad nacional.,They finished with the conspiracy that the agent of national security astutely discovered.,OIA,35,6,7,8-9,10-12,23.06073,3.307933,2.022012,8.704699,3.62556,8.140784,15.964456,1.972622,5.356486,1.616595,3.718563,3.553804,,,8.140784,15.964456,7.329108,8.888962
BCS,Promocionaron al novato que ganó esa semana al ajedrecista en el campeonato.,They promoted the rookie that beat the chess player in the championship this week.,SAA,36,5,6-7,8-9,10-12,28.332622,3.894656,9.160694,6.303198,4.548249,8.734662,2.479106,4.100375,12.194463,4.110342,1.810774,4.308544,,,4.548249,11.213768,16.294838,10.22966
BCS,Promocionaron el ordenador que ganó esa semana el ajedrecista en el campeonato.,They promoted the computer that beat the chess player in the championship this week.,SIA,36,5,6-7,8-9,10-12,28.332622,1.759778,10.061544,3.870799,6.735189,11.139549,3.872762,2.015562,14.886045,4.367221,1.999799,2.797268,,,6.735189,15.012311,16.901607,9.164288
BCS,Promocionaron al novato que ganó esa semana el ajedrecista en el campeonato.,They promoted the rookie that the chess player beat this week in the championship.,OAA,36,5,6-7,8-9,10-12,28.332622,3.894656,9.160694,6.303198,4.548249,8.734662,2.479106,2.323403,14.113061,4.206991,1.707538,3.715652,,,4.548249,11.213768,16.436464,9.630181
BCS,Promocionaron el ordenador que ganó esa semana al ajedrecista en el campeonato.,They promoted the computer that the chess player beat this week in the championship.,OIA,36,5,6-7,8-9,10-12,28.332622,1.759778,10.061544,3.870799,6.735189,11.139549,3.872762,3.508003,12.124806,4.202807,2.000529,3.031028,,,6.735189,15.012311,15.632809,9.234364
